"","last name","first name","two letter state abbreviation","Number of commemorative bills receiving action beyond committee","Number of commemorative bills receiving action in committee","Number of commemorative bills sponsored by this senator","Number of commemorative bills becoming law","Number of commemorative bills passing Senate","Number of substantive bills receiving action beyond committee","Number of substantive bills receiving action in committee","Number of substantive bills sponsored by this senator","Number of substantive bills becoming law","Number of substantive bills passing Senate","Number of SS bills receiving action beyond committee","Number of SS bills receiving action in committee","Number of substantive and significant (SS) bills sponsored by this senator","Number of SS bills becoming law","Number of SS bills passing Senate","congress","Observation number order based on scraping congress.gov","ID","yearcongStart","dem","majority","yearStart","female","Black","latinx","percent_vote","1st-dimension DW-NOMINATE score","chair","subchair","currterms","stateLeg","state_leg X squire index","majLeader","minLeader","votepct squared","totalSponsored","Total number of bills receiving action in committee","Total number of bills receiving action beyond committee","totalSenate","totalLaw","legeffictive","lagged legislative effectiveness score","distrance from legislative median in DW-NOMINATE","powrcmte","freshman","seniority squared","distance from majority party median dwnom1","number of members in state congressional delegation","Benchmark score based on majority, seniority, chairs","1 = Below, 2 = Meets, 3 = Exceeds"
"607","Andrews","Mark","ND",0,0,0,0,0,6,11,13,1,3,1,1,1,0,0,99,613,10569,1984,0,1,1980,0,0,0,70,0.0149999996647239,1,1,3,0,0,0,0,4900,14,12,7,3,1,0.812769830226898,2.69391536712646,3.3527600140637e-10,1,0,9,0.26607409119606,1,2.19062638282776,1
"608","Armstrong","William","CO",0,0,1,0,0,4,14,18,0,1,0,0,0,0,0,99,614,14002,1984,0,1,1978,0,0,0,64,0.546999990940094,0,1,4,1,0.284000009298325,1,0,4096,19,14,4,1,0,0.474444031715393,0.808252453804016,0.532000005245209,1,0,16,0.265925884246826,6,1.11737370491028,1
"609","Baucus","Max","MT",0,0,2,0,0,1,11,16,1,1,0,0,0,0,0,99,615,14203,1984,1,0,1978,0,0,0,57,-0.264999985694885,0,0,4,1,0.114000000059605,0,0,3249,18,11,1,1,1,0.446585565805435,0.20586621761322,0.279999971389771,1,0,16,0.546074092388153,2,0.487964302301407,2
"610","Bentsen","Lloyd","TX",1,3,6,0,1,0,15,30,0,0,0,1,1,0,0,99,616,660,1984,1,0,1970,0,0,0,59,-0.150999993085861,0,0,8,0,0,0,0,3481,37,19,1,1,0,0.44345885515213,1.0520623922348,0.165999993681908,1,0,64,0.432074099779129,27,0.572592973709106,2
"611","Biden","Joseph","DE",0,0,0,0,0,0,3,8,0,0,0,1,2,0,0,99,617,14101,1984,1,0,1972,0,0,0,60,-0.351000010967255,0,0,7,0,0,0,0,3600,10,4,0,0,0,0.138120740652084,0.507211804389954,0.36599999666214,1,0,49,0.632074117660522,1,0.551435768604279,1
"612","Bingaman","Jeff","NM",0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,99,618,14912,1984,1,0,1982,0,0,0,54,-0.257999986410141,0,0,2,0,0,0,0,2916,17,9,0,0,0,0.217185094952583,0.080716073513031,0.272999972105026,0,0,4,0.539074063301086,3,0.445649981498718,1
"613","Boren","David","OK",0,0,0,0,0,2,14,18,0,0,0,0,0,0,0,99,619,14700,1984,1,0,1978,0,0,0,76,-0.126000002026558,0,0,4,1,0.248999997973442,0,0,5776,18,14,2,0,0,0.345282047986984,0.436928659677505,0.141000002622604,1,0,16,0.407074093818665,6,0.487964302301407,2
"614","Boschwitz","Rudy","MN",0,0,20,0,0,1,10,15,1,1,0,0,0,0,0,99,620,14701,1984,0,1,1978,0,0,0,56,0.229000002145767,0,1,4,0,0,0,0,3136,35,10,1,1,1,0.453126907348633,0.487309157848358,0.214000001549721,1,0,16,0.05207409709692,8,1.11737370491028,1
"615","Bradley","Bill","NJ",0,0,0,0,0,2,19,33,0,0,1,2,2,1,1,99,621,14702,1984,1,0,1978,0,0,0,64,-0.331999987363815,0,0,4,0,0,0,0,4096,35,21,3,1,1,0.998235166072845,0.421130746603012,0.346999973058701,1,0,16,0.613074064254761,14,0.487964302301407,3
"616","Broyhill","James","NC",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,99,622,10574,1984,0,1,NA,0,0,0,NA,0.402999997138977,0,0,1,0,0,0,0,NA,3,1,0,0,0,0.0317240059375763,NA,0.388000011444092,0,1,1,0.12192589789629,11,0.424492806196213,1
"617","Bumpers","Dale","AR",0,0,1,0,0,3,15,32,1,2,0,0,0,0,0,99,623,14300,1984,1,0,1974,0,0,0,59,-0.345999985933304,0,0,6,0,0,0,0,3481,33,15,3,2,1,0.727242708206177,0.558624684810638,0.360999971628189,1,0,36,0.627074062824249,4,0.530278623104095,2
"618","Burdick","Quentin","ND",1,1,3,0,0,0,7,11,0,0,0,0,0,0,0,99,624,1252,1984,1,0,1960,0,0,0,62,-0.296000003814697,0,0,13,0,0,0,0,3844,14,8,1,0,0,0.166595906019211,0.0646089240908623,0.310999989509583,1,0,169,0.577074110507965,1,0.678378760814667,1
"619","Byrd","Robert","WV",0,1,2,0,0,1,7,10,0,1,0,0,0,0,0,99,625,1366,1984,1,0,1958,0,0,0,69,-0.303000003099442,0,0,14,1,0.150000005960464,0,1,4761,12,8,1,1,0,0.24710738658905,0.387267649173737,0.317999988794327,1,0,196,0.584074079990387,4,0.69953590631485,1
"620","Chafee","John","RI",0,0,0,0,0,6,29,46,3,3,2,3,3,0,1,99,626,14500,1984,0,1,1976,0,0,0,51,0.028999999165535,0,1,5,1,0.142000004649162,1,0,2601,49,32,8,4,3,1.73464000225067,1.25609195232391,0.0140000004321337,1,0,25,0.252074092626572,2,1.13853085041046,3
"621","Chiles","Lawton","FL",0,0,0,0,0,1,14,28,1,1,2,3,3,0,2,99,627,13101,1984,1,0,1970,0,0,0,62,-0.184000000357628,0,0,8,1,0.224000006914139,0,0,3844,31,17,3,3,1,1.04877138137817,0.298665672540665,0.199000000953674,1,0,64,0.465074092149734,19,0.572592973709106,3
"622","Cochran","Thad","MS",0,0,3,0,0,5,10,14,1,1,0,1,1,0,0,99,628,14009,1984,0,1,1978,0,0,0,58,0.238999992609024,0,1,4,0,0,1,0,3364,18,11,5,1,1,0.589457452297211,0.956490814685822,0.223999992012978,1,0,16,0.0420741066336632,5,1.11737370491028,2
"623","Cohen","William","ME",0,1,3,0,0,4,12,14,2,3,1,1,1,0,0,99,629,14010,1984,0,1,1978,0,0,0,73,0.0659999996423721,0,1,4,0,0,0,0,5329,18,14,5,3,2,0.887857854366302,0.866405010223389,0.0509999990463257,0,0,16,0.215074107050896,2,1.11737370491028,2
"624","Cranston","Alan","CA",1,2,3,0,1,1,23,50,0,0,2,3,3,2,2,99,630,12103,1984,1,0,1968,0,0,0,57,-0.391999989748001,0,0,9,0,0,0,1,3249,56,28,4,3,2,1.61257874965668,1.04143559932709,0.406999975442886,1,0,81,0.673074066638947,45,0.59375011920929,3
"625","D'Amato","Alfonse","NY",0,0,1,0,0,1,39,76,0,0,2,2,3,1,1,99,631,14900,1984,0,1,1980,0,0,0,45,0.130999997258186,0,1,3,0,0,0,0,2025,80,41,3,1,1,1.56415557861328,0.950273156166077,0.11599999666214,1,0,9,0.150074109435081,34,1.0962165594101,2
"626","Danforth","John","MO",0,0,1,0,0,10,18,32,1,4,7,9,9,0,2,99,632,14501,1984,0,1,1976,0,0,0,51,0.151999995112419,1,1,5,0,0,0,0,2601,42,27,17,6,1,2.14586091041565,1.57107877731323,0.136999994516373,1,0,25,0.129074111580849,9,2.23294067382812,2
"627","DeConcini","Dennis","AZ",0,1,3,0,0,4,32,46,1,2,0,1,1,0,0,99,633,14502,1984,1,0,1976,0,0,0,59,-0.212999999523163,0,0,5,0,0,0,0,3481,50,34,4,2,1,1.08739018440247,0.900710761547089,0.228000000119209,1,0,25,0.494074106216431,5,0.509121477603912,3
"628","Denton","Jeremiah","AL",2,2,2,0,2,4,13,18,1,3,2,2,2,0,1,99,634,14901,1984,0,1,1980,0,0,0,50,0.456999987363815,0,1,3,0,0,0,0,2500,22,17,8,6,1,1.07612371444702,1.58169543743134,0.44200000166893,0,0,9,0.175925880670547,7,1.0962165594101,2
"629","Dixon","Alan","IL",0,0,0,0,0,1,18,27,0,1,1,1,1,0,0,99,635,14902,1984,1,0,1980,0,0,0,56,-0.185000002384186,0,0,3,1,0.34400001168251,0,0,3136,28,19,2,1,0,0.583019614219666,0.143363282084465,0.200000002980232,0,0,9,0.466074109077454,22,0.466807126998901,2
"630","Dodd","Christopher","CT",0,1,2,0,0,0,12,22,0,0,0,0,0,0,0,99,636,14213,1984,1,0,1980,0,0,0,56,-0.330000013113022,0,0,3,0,0,0,0,3136,24,13,0,0,0,0.290002912282944,0.416939079761505,0.344999998807907,1,0,9,0.611074090003967,6,0.466807126998901,2
"631","Dole","Robert","KS",0,0,0,0,0,4,22,34,0,1,6,3,8,3,4,99,637,10513,1984,0,1,1968,0,0,0,64,0.293000012636185,0,1,9,1,0.168999999761581,1,0,4096,42,25,10,5,3,2.43591904640198,1.76121461391449,0.278000026941299,1,0,81,0.0119259124621749,5,1.22315943241119,3
"632","Domenici","Pete","NM",0,0,1,0,0,2,12,25,1,1,2,2,2,0,1,99,638,14103,1984,0,1,1972,0,0,0,72,0.221000000834465,0,1,7,0,0,0,0,5184,28,14,4,2,1,0.878333687782288,0.918635129928589,0.206000000238419,1,0,49,0.0600740984082222,3,1.18084514141083,2
"633","Durenberger","Dave","MN",1,1,3,0,1,4,33,53,0,2,3,3,3,1,1,99,639,14703,1984,0,1,1978,0,0,0,53,0.0689999982714653,0,1,4,0,0,0,0,2809,59,37,8,4,1,1.67427957057953,2.07678818702698,0.0539999976754189,1,0,16,0.212074100971222,8,1.11737370491028,2
"634","Eagleton","Thomas","MO",1,1,3,0,1,0,0,3,0,0,1,1,1,0,0,99,640,12104,1984,1,0,1968,0,0,0,52,-0.333999991416931,0,0,9,0,0,0,0,2704,7,2,2,1,0,0.14714503288269,1.11885857582092,0.348999977111816,1,0,81,0.615074098110199,9,0.59375011920929,1
"635","East","John","NC",0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,99,641,14903,1984,0,1,1980,0,0,0,50,0.606000006198883,0,1,3,0,0,0,0,2500,6,6,0,0,0,0.108346879482269,0.0453524924814701,0.591000020503998,0,0,9,0.324925899505615,11,1.0962165594101,1
"636","Evans","Daniel","WA",0,0,0,0,0,4,8,11,1,3,0,0,1,0,0,99,642,14916,1984,0,1,1983,0,0,0,55,0.180000007152557,0,0,2,1,0.211999997496605,0,0,3025,12,8,4,3,1,0.612699508666992,0.0129578551277518,0.165000006556511,1,0,4,0.10107409209013,8,0.445649981498718,2
"637","Exon","J.","NE",0,0,2,0,0,0,3,16,0,0,4,2,4,4,4,99,643,14704,1984,1,0,1978,0,0,0,52,-0.197999998927116,0,0,4,0,0,0,0,2704,22,5,4,4,4,1.9337078332901,0.352582663297653,0.212999999523163,0,0,16,0.479074090719223,3,0.487964302301407,3
"638","Ford","Wendell","KY",0,0,3,0,0,0,6,12,0,0,0,0,0,0,0,99,644,14302,1984,1,0,1974,0,0,0,65,-0.246999993920326,0,0,6,1,0.0780000016093254,0,0,4225,15,6,0,0,0,0.153445318341255,0.108414515852928,0.261999994516373,1,0,36,0.528074085712433,7,0.530278623104095,1
"639","Garn","E.","UT",1,1,2,0,1,5,12,23,1,4,4,4,5,0,1,99,645,14303,1984,0,1,1974,0,0,0,74,0.476999998092651,1,1,6,0,0,0,0,5476,30,17,10,6,1,1.38917779922485,2.94958162307739,0.462000012397766,1,0,36,0.195925891399384,3,2.2540979385376,2
"640","Glenn","John","OH",0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,99,646,14304,1984,1,0,1974,0,0,0,69,-0.261999994516373,0,0,6,0,0,0,0,4761,19,7,0,0,0,0.208401843905449,0.164581432938576,0.276999980211258,0,0,36,0.543074071407318,21,0.530278623104095,1
"641","Goldwater","Barry","AZ",0,0,3,0,0,9,19,25,1,3,10,10,10,4,7,99,647,3658,1984,0,1,1968,0,0,0,50,0.621999979019165,1,1,9,0,0,0,0,2500,38,29,19,10,5,3.80145478248596,2.64145445823669,0.60699999332428,0,0,81,0.340925872325897,5,2.31756925582886,3
"642","Gore","Albert","TN",0,0,0,0,0,0,8,27,0,0,0,1,1,0,0,99,648,14423,1984,1,0,1984,0,0,0,61,-0.340000003576279,0,0,1,0,0,0,0,3721,28,9,0,0,0,0.31040695309639,NA,0.354999989271164,1,1,1,0.621074080467224,9,0.424492806196213,2
"643","Gorton","Slade","WA",0,0,3,0,0,3,18,32,0,1,7,8,8,3,3,99,649,14904,1984,0,1,1980,0,0,0,54,0.212999999523163,0,1,3,1,0.211999997496605,0,0,2916,43,26,10,4,3,2.40096092224121,2.81600856781006,0.197999998927116,0,0,9,0.0680740997195244,8,1.0962165594101,3
"644","Gramm","Phil","TX",0,0,0,0,0,0,4,10,0,0,0,1,1,0,0,99,650,14628,1984,0,1,1984,0,0,0,59,0.495999991893768,0,0,1,0,0,0,0,3481,11,5,0,0,0,0.149345457553864,NA,0.481000006198883,0,1,1,0.2149258852005,27,0.424492806196213,1
"645","Grassley","Chuck","IA",0,0,0,0,0,1,47,61,0,1,4,3,5,1,1,99,651,14226,1984,0,1,1980,0,0,0,53,0.254000008106232,0,1,3,1,0.266000002622604,0,0,2809,66,50,5,2,1,1.79280769824982,1.1892317533493,0.239000007510185,1,0,9,0.0270740911364555,6,1.0962165594101,3
"646","Harkin","Tom","IA",0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,99,652,14230,1984,1,0,1984,0,0,0,55,-0.43299999833107,0,0,1,0,0,0,0,3025,6,6,0,0,0,0.108346879482269,NA,0.447999984025955,1,1,1,0.714074075222015,6,0.424492806196213,1
"647","Hart","Gary","CO",0,0,0,0,0,0,9,20,0,0,1,1,1,0,1,99,653,14305,1984,1,0,1974,0,0,0,50,-0.41100001335144,0,0,6,0,0,0,0,2500,21,10,1,1,0,0.464250445365906,0.317391335964203,0.425999999046326,0,0,36,0.692074120044708,6,0.530278623104095,2
"648","Hatch","Orrin","UT",2,2,8,0,1,7,21,40,2,2,17,12,18,3,8,99,654,14503,1984,0,1,1976,0,0,0,58,0.398999989032745,1,1,5,0,0,0,0,3364,66,35,26,11,5,4.45518207550049,6.15473222732544,0.38400000333786,0,0,25,0.117925889790058,3,2.23294067382812,3
"649","Hatfield","Mark","OR",1,1,7,0,1,1,4,8,0,1,0,0,0,0,0,99,655,11203,1984,0,1,1966,0,0,0,67,0.034000001847744,1,1,10,1,0.232999995350838,0,0,4489,15,5,2,2,0,0.225645184516907,1.44535315036774,0.0190000012516975,1,0,100,0.247074097394943,5,2.33872652053833,1
"650","Hawkins","Paula","FL",0,0,0,0,0,3,15,33,0,1,4,6,6,1,1,99,656,14905,1984,0,1,1980,1,0,0,52,0.146999999880791,0,1,3,0,0,0,0,2704,39,21,7,2,1,1.3884449005127,0.963568091392517,0.131999999284744,0,0,9,0.134074106812477,19,1.0962165594101,2
"651","Hecht","Chic","NV",1,1,1,0,1,1,2,5,0,0,1,1,1,1,1,99,657,14913,1984,0,1,1982,0,0,0,50,0.462999999523163,0,1,2,1,0.129999995231628,0,0,2500,7,4,3,2,1,0.57005912065506,0.0225860718637705,0.448000013828278,0,0,4,0.181925892829895,2,1.07505929470062,2
"652","Heflin","Howell","AL",1,2,4,0,1,1,10,15,0,0,0,0,0,0,0,99,658,14705,1984,1,0,1978,0,0,0,63,-0.0920000001788139,0,0,4,0,0,0,0,3969,19,12,2,1,0,0.276315152645111,0.691409885883331,0.10700000077486,0,0,16,0.373074114322662,7,0.487964302301407,2
"653","Heinz","John","PA",0,0,10,0,0,5,68,92,1,1,4,2,6,2,2,99,659,13050,1984,0,1,1976,0,0,0,59,0.0260000005364418,0,1,5,0,0,0,0,3481,108,70,9,3,3,2.84830355644226,1.46278345584869,0.0110000008717179,1,0,25,0.255074113607407,23,1.13853085041046,3
"654","Helms","Jesse","NC",1,1,3,0,1,4,13,23,1,2,6,7,9,2,2,99,660,14105,1984,0,1,1972,0,0,0,52,0.680999994277954,1,1,7,0,0,0,0,2704,35,21,11,5,3,2.08479523658752,0.858211576938629,0.666000008583069,1,0,49,0.399925887584686,11,2.27525496482849,2
"655","Hollings","Ernest","SC",1,1,1,1,1,0,2,6,0,0,0,0,0,0,0,99,661,11204,1984,1,0,1966,0,0,0,70,-0.28099998831749,0,0,10,1,0.28099998831749,0,0,4900,7,3,1,1,1,0.109269760549068,0.319022476673126,0.295999974012375,1,0,100,0.562074065208435,6,0.614907264709473,1
"656","Humphrey","Gordon","NH",0,0,0,0,0,3,6,18,0,3,0,0,0,0,0,99,662,14706,1984,0,1,1978,0,0,0,59,0.578000009059906,0,1,4,0,0,0,0,3481,18,6,3,3,0,0.476019710302353,1.02722311019897,0.563000023365021,0,0,16,0.296925902366638,2,1.11737370491028,1
"657","Inouye","Daniel","HI",0,1,35,0,0,5,37,86,1,5,0,1,1,0,0,99,663,4812,1984,1,0,1962,0,0,0,78,-0.328999996185303,0,0,12,1,0.24600000679493,0,1,6084,122,39,5,5,1,1.68110489845276,1.35272669792175,0.343999981880188,1,0,144,0.610074102878571,2,0.657221615314484,3
"658","Johnston","J.","LA",0,0,0,0,0,3,7,10,1,1,1,1,1,1,1,99,664,14107,1984,1,0,1972,0,0,0,86,-0.18299999833107,0,0,7,1,0.150000005960464,0,0,7396,11,8,4,2,2,0.881312608718872,0.507117569446564,0.197999998927116,1,0,49,0.464074105024338,8,0.551435768604279,3
"659","Kassebaum","Nancy","KS",0,0,2,0,0,1,6,13,0,0,1,1,1,0,1,99,665,14708,1984,0,1,1978,1,0,0,76,0.171000003814697,0,1,4,0,0,0,0,5776,16,7,2,1,0,0.418048024177551,0.569746553897858,0.156000003218651,1,0,16,0.11007409542799,5,1.11737370491028,1
"660","Kasten","Robert","WI",0,0,4,0,0,0,14,20,0,0,5,7,7,1,3,99,666,14242,1984,0,1,1980,0,0,0,50,0.229000002145767,0,1,3,1,0.248999997973442,0,0,2500,31,21,5,3,1,1.48536705970764,0.914383590221405,0.214000001549721,1,0,9,0.05207409709692,9,1.0962165594101,2
"661","Kennedy","Edward","MA",2,2,3,1,2,4,13,30,2,2,4,7,9,1,1,99,667,10808,1984,1,0,1962,0,0,0,61,-0.456999987363815,0,0,12,0,0,0,0,3721,42,22,10,5,4,1.80566573143005,0.484877645969391,0.471999973058701,0,0,144,0.738074064254761,11,0.657221615314484,3
"662","Kerry","John","MA",1,1,1,0,1,1,5,14,0,0,0,0,0,0,0,99,668,14920,1984,1,0,1984,0,0,0,55,-0.372000008821487,0,0,1,0,0,0,0,3025,15,6,2,1,0,0.207013681530952,NA,0.386999994516373,1,1,1,0.653074085712433,11,0.424492806196213,1
"663","Lautenberg","Frank","NJ",2,2,3,2,2,0,10,28,0,0,0,0,0,0,0,99,669,14914,1984,1,0,1982,0,0,0,51,-0.363000005483627,0,0,2,0,0,0,0,2601,31,12,2,2,2,0.39658397436142,0.0807882100343704,0.377999991178513,1,0,4,0.644074082374573,14,0.445649981498718,2
"664","Laxalt","Paul","NV",0,0,2,0,0,3,12,14,1,2,0,0,0,0,0,99,670,14077,1984,0,1,1974,0,0,0,59,0.439000010490417,0,1,6,0,0,0,0,3481,16,12,3,2,1,0.571939468383789,0.607016682624817,0.424000024795532,1,0,36,0.15792590379715,2,1.15968799591064,1
"665","Leahy","Patrick","VT",0,0,1,0,0,0,4,10,0,0,1,1,1,0,0,99,671,14307,1984,1,0,1974,0,0,0,50,-0.368999987840652,0,0,6,0,0,0,0,2500,12,5,1,0,0,0.215852349996567,0.0773864313960075,0.383999973535538,1,0,36,0.650074064731598,1,0.530278623104095,1
"666","Levin","Carl","MI",3,4,12,0,3,2,12,29,0,0,1,1,1,1,1,99,672,14709,1984,1,0,1978,0,0,0,52,-0.40599998831749,0,0,4,0,0,0,0,2704,42,17,6,4,1,0.938728451728821,1.1518303155899,0.420999974012375,0,0,16,0.687074065208435,18,0.487964302301407,3
"667","Long","Russell","LA",0,1,1,0,0,0,2,7,0,0,0,0,0,0,0,99,673,5767,1984,1,0,1948,0,0,0,58,-0.109999999403954,0,0,19,0,0,0,0,3364,8,3,0,0,0,0.0738926753401756,0.0837571546435356,0.125,1,0,361,0.39107409119606,8,0.805321753025055,1
"668","Lugar","Richard","IN",0,0,0,0,0,5,20,28,2,3,12,11,12,4,5,99,674,14506,1984,0,1,1976,0,0,0,54,0.301999986171722,1,1,5,0,0,0,0,2916,40,31,17,8,6,3.74406623840332,0.114199183881283,0.287000000476837,1,0,25,0.0209258869290352,10,2.23294067382812,3
"669","Mathias","Charles","MD",6,6,11,1,6,7,32,43,3,5,2,1,2,0,1,99,675,10535,1984,0,1,1968,0,0,0,66,-0.130999997258186,1,1,9,1,0.252000004053116,0,0,4356,56,39,15,12,4,2.01306796073914,2.44414782524109,0.145999997854233,1,0,81,0.412074089050293,8,2.31756925582886,2
"670","Matsunaga","Spark","HI",4,4,32,1,3,1,8,16,0,0,0,0,0,0,0,99,676,10605,1984,1,0,1976,0,0,0,80,-0.347000002861023,0,0,5,1,0.24600000679493,0,0,6400,48,12,5,3,1,0.371223300695419,0.377068310976028,0.361999988555908,1,0,25,0.628074109554291,2,0.509121477603912,2
"671","Mattingly","Mack","GA",0,0,0,0,0,0,6,11,0,0,1,1,1,0,0,99,677,14906,1984,0,1,1980,0,0,0,51,0.308999985456467,0,1,3,0,0,0,0,2601,12,7,1,0,0,0.243768259882927,0.210842058062553,0.293999999761581,1,0,9,0.0279258862137794,10,1.0962165594101,1
"672","McClure","James","ID",0,0,4,0,0,8,26,34,1,3,3,2,3,1,1,99,678,11029,1984,0,1,1972,0,0,0,72,0.527999997138977,1,1,7,1,0.179000005125999,0,0,5184,41,28,11,4,2,1.73226630687714,3.19703483581543,0.513000011444092,1,0,49,0.246925890445709,2,2.27525496482849,2
"673","McConnell","Mitch","KY",0,0,0,0,0,1,5,7,0,1,0,0,0,0,0,99,679,14921,1984,0,1,1984,0,0,0,50,0.291999995708466,0,0,1,0,0,0,0,2500,7,5,1,1,0,0.199180483818054,NA,0.27700001001358,0,1,1,0.0109258955344558,7,0.424492806196213,1
"674","Melcher","John","MT",0,0,1,0,0,3,11,18,1,1,0,0,0,0,0,99,680,12039,1984,1,0,1976,0,0,0,54,-0.35699999332428,0,0,5,1,0.114000000059605,0,0,2916,19,11,3,1,1,0.524025440216064,1.05502963066101,0.371999979019165,0,0,25,0.638074100017548,2,0.509121477603912,2
"675","Metzenbaum","Howard","OH",1,1,2,0,1,5,19,34,1,2,1,1,2,1,1,99,681,14073,1984,1,0,1976,0,0,0,57,-0.486999988555908,0,0,6,1,0.354999989271164,0,0,3249,38,21,7,4,2,1.34548830986023,0.412667542695999,0.501999974250793,0,0,36,0.768074095249176,21,0.530278623104095,3
"676","Mitchell","George","ME",1,1,1,0,1,1,17,25,1,1,1,0,1,0,1,99,682,14713,1984,1,0,1980,0,0,0,61,-0.33500000834465,0,0,4,0,0,0,0,3721,27,18,3,3,1,0.799471735954285,0.372734904289246,0.349999994039536,1,0,16,0.616074085235596,2,0.487964302301407,3
"677","Moynihan","Daniel","NY",2,2,4,0,2,1,29,48,0,0,0,1,1,0,0,99,683,14508,1984,1,0,1976,0,0,0,65,-0.317999988794327,0,0,5,0,0,0,0,4225,53,32,3,2,0,0.770237624645233,1.67756712436676,0.332999974489212,1,0,25,0.599074065685272,34,0.509121477603912,3
"678","Murkowski","Frank","AK",0,0,2,0,0,5,12,30,3,3,5,4,5,2,3,99,684,14907,1984,0,1,1980,0,0,0,54,0.282999992370605,1,1,3,0,0,0,0,2916,37,16,10,6,5,2.36377906799316,0.619949460029602,0.26800000667572,1,0,9,0.00192589231301099,1,2.19062638282776,2
"679","Nickles","Don","OK",0,0,1,0,0,3,14,24,2,3,1,1,1,1,1,99,685,14908,1984,0,1,1980,0,0,0,53,0.446999996900558,0,1,3,1,0.248999997973442,0,0,2809,26,15,4,4,3,1.29805147647858,1.03063380718231,0.432000011205673,0,0,9,0.165925890207291,6,1.0962165594101,2
"680","Nunn","Sam","GA",0,0,1,0,0,1,7,12,0,1,0,0,0,0,0,99,686,14108,1984,1,0,1972,0,0,0,80,-0.140000000596046,0,0,7,1,0.140000000596046,0,0,6400,13,7,1,1,0,0.257162004709244,1.11327731609344,0.155000001192093,0,0,49,0.421074092388153,10,0.551435768604279,1
"681","Packwood","Bob","OR",1,1,1,0,1,6,9,12,3,4,3,3,3,0,1,99,687,12107,1984,0,1,1968,0,0,0,52,0.0920000001788139,1,1,9,1,0.232999995350838,0,0,2704,16,13,10,6,3,1.42827236652374,4.54257106781006,0.0769999995827675,1,0,81,0.189074099063873,5,2.31756925582886,2
"682","Pell","Claiborne","RI",0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,99,688,10818,1984,1,0,1960,0,0,0,73,-0.354000002145767,0,0,13,0,0,0,0,5329,9,2,0,0,0,0.0839473009109497,0.298845857381821,0.368999987840652,1,0,169,0.635074079036713,2,0.678378760814667,1
"683","Pressler","Larry","SD",0,0,1,0,0,3,16,19,0,2,0,0,0,0,0,99,689,14268,1984,0,1,1978,0,0,0,74,0.163000002503395,0,1,4,0,0,0,0,5476,20,16,3,2,0,0.533811509609222,0.948286592960358,0.148000001907349,1,0,16,0.118074096739292,1,1.11737370491028,1
"684","Proxmire","William","WI",1,1,1,0,1,0,19,45,0,0,0,0,0,0,0,99,690,7638,1984,1,0,1957,0,0,0,64,-0.497999995946884,0,0,15,1,0.248999997973442,0,0,4096,46,20,1,1,0,0.543415546417236,0.336614310741425,0.513000011444092,1,0,225,0.77907407283783,9,0.720693111419678,2
"685","Pryor","David","AR",0,1,2,0,0,0,14,21,0,0,0,0,0,0,0,99,691,10791,1984,1,0,1978,0,0,0,57,-0.287000000476837,0,0,4,1,0.115000002086163,0,0,3249,23,15,0,0,0,0.305619239807129,0.656455099582672,0.301999986171722,1,0,16,0.568074107170105,4,0.487964302301407,2
"686","Quayle","Dan","IN",0,1,1,0,0,1,16,19,1,1,4,4,6,2,2,99,692,14447,1984,0,1,1980,0,0,0,54,0.433999985456467,0,1,3,0,0,0,0,2916,26,21,5,3,3,1.67036592960358,0.746689915657043,0.418999999761581,0,0,9,0.152925878763199,10,1.0962165594101,3
"687","Riegle","Donald","MI",1,1,6,0,1,1,17,34,1,1,0,0,0,0,0,99,693,11043,1984,1,0,1976,0,0,0,58,-0.426999986171722,0,0,5,0,0,0,0,3364,40,18,2,2,1,0.663686096668243,0.553636908531189,0.441999971866608,0,0,25,0.70807409286499,18,0.509121477603912,2
"688","Rockefeller","John","WV",0,0,0,0,0,3,7,10,1,1,0,0,0,0,0,99,694,14922,1984,1,0,1984,0,0,0,52,-0.319999992847443,0,0,1,1,0.150000005960464,0,0,2704,10,7,3,1,1,0.423095166683197,NA,0.334999978542328,0,1,1,0.60107409954071,4,0.424492806196213,2
"689","Roth Jr.","William","DE",0,0,0,0,0,6,40,72,0,2,2,4,4,0,0,99,695,11044,1984,0,1,1970,0,0,0,56,0.273000001907349,1,1,8,0,0,0,0,3136,76,44,8,2,0,1.53644573688507,0.824430465698242,0.258000016212463,1,0,64,0.00807409826666117,1,2.29641222953796,2
"690","Rudman","Warren","NH",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,99,696,14909,1984,0,1,1980,0,0,0,52,0.261000007390976,0,1,3,0,0,0,0,2704,1,1,1,0,0,0.050627950578928,0.133656650781631,0.24600000679493,1,0,9,0.0200740918517113,2,1.0962165594101,1
"691","Sarbanes","Paul","MD",0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,99,697,13039,1984,1,0,1976,0,0,0,63,-0.446000009775162,0,0,5,1,0.252000004053116,0,0,3969,4,2,0,0,0,0.0497818179428577,0.248672679066658,0.460999995470047,1,0,25,0.727074086666107,8,0.509121477603912,1
