"","last name","first name","two letter state abbreviation","Number of commemorative bills receiving action beyond committee","Number of commemorative bills receiving action in committee","Number of commemorative bills sponsored by this senator","Number of commemorative bills becoming law","Number of commemorative bills passing Senate","Number of substantive bills receiving action beyond committee","Number of substantive bills receiving action in committee","Number of substantive bills sponsored by this senator","Number of substantive bills becoming law","Number of substantive bills passing Senate","Number of SS bills receiving action beyond committee","Number of SS bills receiving action in committee","Number of substantive and significant (SS) bills sponsored by this senator","Number of SS bills becoming law","Number of SS bills passing Senate","congress","Observation number order based on scraping congress.gov","ID","yearcongStart","dem","majority","yearStart","female","Black","latinx","percent_vote","1st-dimension DW-NOMINATE score","chair","subchair","currterms","stateLeg","state_leg X squire index","majLeader","minLeader","votepct squared","totalSponsored","Total number of bills receiving action in committee","Total number of bills receiving action beyond committee","totalSenate","totalLaw","legeffictive","lagged legislative effectiveness score","distrance from legislative median in DW-NOMINATE","powrcmte","freshman","seniority squared","distance from majority party median dwnom1","number of members in state congressional delegation","Benchmark score based on majority, seniority, chairs","1 = Below, 2 = Meets, 3 = Exceeds"
"2089","McCain","John","AZ",0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,113,2111,15039,2012,0,0,1986,0,0,0,59,0.397000014781952,0,0,14,0,0,0,0,3481,13,3,0,0,0,0.188911646604538,0.38874140381813,0.633000016212463,1,0,196,0.772517919540405,9,0.754505574703217,1
"2090","McCaskill","Claire","MO",1,1,2,0,1,2,5,26,1,2,0,0,0,0,0,113,2112,40701,2012,1,1,2006,1,0,0,55,-0.261000007390976,0,1,4,1,0.17399999499321,0,0,3025,28,6,3,3,1,1.02539563179016,0.316545844078064,0.0250000078231096,1,0,16,0.114517889916897,8,1.22822141647339,2
"2091","McConnell","Mitch","KY",0,0,0,0,0,1,1,13,1,1,0,0,0,0,0,113,2113,14921,2012,0,0,1984,0,0,0,53,0.572000026702881,0,0,15,0,0,0,1,2809,13,1,1,1,1,0.578035771846771,0.170656055212021,0.808000028133392,1,0,225,0.947517931461334,6,0.770427346229553,2
"2092","Menendez","Robert","NJ",0,0,0,0,0,15,17,68,5,9,2,0,3,0,0,113,2114,29373,2012,1,1,2006,0,0,1,59,-0.437999993562698,1,1,5,1,0.244000002741814,0,0,3481,71,17,17,9,5,4.5223913192749,1.27244472503662,0.201999992132187,1,0,25,0.0624820925295353,12,2.0956757068634,3
"2093","Merkley","Jeff","OR",0,0,0,0,0,1,2,29,0,0,1,1,1,0,1,113,2115,40908,2012,1,1,2008,0,0,0,49,-0.418999999761581,0,1,3,1,0.158999994397163,0,0,2401,30,3,2,1,0,0.748948335647583,0.621024191379547,0.18299999833107,1,0,9,0.0434820987284184,5,1.21229958534241,2
"2094","Mikulski","Barbara","MD",0,0,0,0,0,2,2,10,1,1,4,1,4,0,0,113,2116,14440,2012,1,1,1986,1,0,0,62,-0.405000001192093,1,1,14,0,0,0,0,3844,14,3,6,1,1,1.11795997619629,0.692635655403137,0.168999999761581,1,0,196,0.029482102021575,8,2.23897171020508,1
"2095","Moran","Jerry","KS",1,1,1,1,1,2,5,20,0,2,0,0,0,0,0,113,2117,29722,2012,0,0,2010,0,0,0,70,0.616999983787537,0,0,2,1,0.125,0,0,4900,21,6,3,3,1,0.761991798877716,0.410718083381653,0.852999985218048,1,0,4,0.99251788854599,4,0.563444256782532,2
"2096","Murkowski","Lisa","AK",1,2,2,0,0,8,14,41,1,1,0,1,1,0,0,113,2118,40300,2012,0,0,2002,1,0,0,39,0.10700000077486,0,0,6,1,0.23199999332428,0,0,1521,44,17,9,1,1,1.62520360946655,1.43189680576324,0.342999994754791,1,0,36,0.482517898082733,1,0.627131342887878,3
"2097","Murphy","Christopher","CT",0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,113,2119,20707,2012,1,1,2012,0,0,0,55,-0.549000024795532,0,1,1,1,0.189999997615814,0,0,3025,19,3,0,0,0,0.229679971933365,NA,0.313000023365021,0,1,1,0.173482120037079,5,1.18045604228973,1
"2098","Murray","Patty","WA",0,0,0,0,0,6,6,37,1,3,3,1,3,0,0,113,2120,49308,2012,1,1,1992,1,0,0,52,-0.368999987840652,1,1,11,1,0.230000004172325,1,0,2704,40,7,9,3,1,1.78109872341156,2.20367240905762,0.132999986410141,1,0,121,0.00651791226118803,10,2.19120621681213,2
"2099","Nelson","Bill","FL",0,1,1,0,0,6,8,30,2,2,0,0,0,0,0,113,2121,14651,2012,1,1,2000,0,0,0,55,-0.257999986410141,0,0,7,1,0.248999997973442,0,0,3025,31,9,6,2,2,1.5726398229599,0.642560422420502,0.0219999868422747,1,0,49,0.117517910897732,27,0.643053114414215,3
"2100","Paul","Rand","KY",0,0,1,0,0,0,0,40,0,0,0,0,1,0,0,113,2122,41104,2012,0,0,2010,0,0,0,56,0.950999975204468,0,0,2,0,0,0,0,3136,42,0,0,0,0,0.286737233400345,0.334689378738403,1.18699991703033,0,0,4,1.32651782035828,6,0.563444256782532,2
"2101","Portman","Rob","OH",0,0,3,0,0,3,5,28,3,3,0,0,0,0,0,113,2123,29386,2012,0,0,2010,0,0,0,57,0.44200000166893,0,0,2,0,0,0,0,3249,31,5,3,3,3,1.73049569129944,0.417235970497131,0.677999973297119,1,0,4,0.817517876625061,16,0.563444256782532,3
"2102","Pryor","Mark","AR",0,0,0,0,0,2,2,37,0,1,2,1,2,0,0,113,2124,40301,2012,1,1,2002,0,0,0,80,-0.199000000953674,0,1,6,1,0.104000002145767,0,0,6400,39,3,4,1,0,0.817478179931641,0.773549914360046,0.0370000004768372,1,0,36,0.176517903804779,4,1.26006495952606,2
"2103","Reed","Jack","RI",0,0,0,0,0,5,6,48,1,1,3,0,3,0,0,113,2125,29142,2012,1,1,1996,0,0,0,73,-0.467000007629395,0,1,9,1,0.148000001907349,0,0,5329,51,6,8,1,1,1.47466456890106,0.294876664876938,0.231000006198883,1,0,81,0.0914821103215218,2,1.30783021450043,2
"2104","Reid","Harry","NV",0,0,0,0,0,6,7,22,0,0,2,0,2,1,1,113,2126,15054,2012,1,1,1986,0,0,0,50,-0.409999996423721,0,0,14,1,0.129999995231628,1,0,2500,24,7,8,1,1,1.68403446674347,1.67873573303223,0.17399999499321,0,0,196,0.0344820953905582,4,0.754505574703217,3
"2105","Risch","James","ID",0,0,0,0,0,1,3,9,1,1,0,0,0,0,0,113,2127,40902,2012,0,0,2008,0,0,0,58,0.791999995708466,0,0,3,1,0.137999996542931,0,0,3364,9,3,1,1,1,0.617910385131836,0.443513989448547,1.02799999713898,0,0,9,1.16751790046692,2,0.579366028308868,2
"2106","Roberts","Pat","KS",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,113,2128,14852,2012,0,0,1996,0,0,0,60,0.654999971389771,0,0,9,0,0,0,0,3600,24,0,0,0,0,0.163073301315308,0.113138504326344,0.890999972820282,1,0,81,1.03051781654358,4,0.674896657466888,1
"2107","Rockefeller","John","WV",0,0,0,0,0,9,11,43,2,2,0,0,0,0,0,113,2129,14922,2012,1,1,1984,0,0,0,64,-0.379999995231628,1,0,15,1,0.150000005960464,0,0,4096,43,11,9,2,2,1.88861060142517,0.99555516242981,0.143999993801117,1,0,225,0.00448209512978792,3,1.62195980548859,2
"2108","Rubio","Marco","FL",0,0,0,0,0,2,2,32,0,1,0,0,0,0,0,113,2130,41102,2012,0,0,2010,0,0,1,49,0.582000017166138,0,0,2,1,0.223000004887581,0,0,2401,32,2,2,1,0,0.509107649326324,0.173400372266769,0.818000018596649,0,0,4,0.957517921924591,27,0.563444256782532,2
"2109","Sanders","Bernard","VT",1,1,1,1,1,7,23,61,1,1,0,0,1,0,0,113,2131,29147,2012,0,0,2006,0,0,0,71,-0.717000007629395,1,0,4,0,0,0,0,5041,63,24,8,2,2,2.02490711212158,0.337919384241104,0.481000006198883,0,0,16,0.341482102870941,1,1.44682025909424,2
"2110","Schatz","Brian","HI",0,0,0,0,0,3,6,23,0,0,0,0,0,0,0,113,2132,41112,2012,1,1,2012,0,0,0,NA,-0.5,0,0,1,1,0.224999994039536,0,0,NA,23,6,3,0,0,0.492562562227249,NA,0.263999998569489,0,1,1,0.124482102692127,2,0.547522485256195,2
"2111","Schumer","Charles","NY",1,1,3,1,1,4,4,46,0,2,4,4,5,0,2,113,2133,14858,2012,1,1,1998,0,0,0,66,-0.414000004529953,1,1,8,1,0.514999985694885,1,0,4356,54,9,9,5,1,2.23258137702942,2.11840343475342,0.178000003099442,1,0,64,0.0384821034967899,27,2.14344096183777,2
"2112","Scott","Tim","SC",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,113,2134,21173,2012,0,0,2013,0,1,0,NA,0.732999980449677,0,0,1,1,0.123999997973442,0,0,NA,6,0,0,0,0,0.0407683253288269,NA,0.968999981880188,0,1,1,1.10851788520813,7,0.547522485256195,1
"2113","Sessions","Jeff","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2135,49700,2012,0,0,1996,0,0,0,63,0.672999978065491,0,0,9,0,0,0,0,3969,0,0,0,0,0,0,0.113653123378754,0.908999979496002,1,0,81,1.0485178232193,7,0.674896657466888,1
"2114","Shaheen","Jeanne","NH",0,0,1,0,0,3,7,48,0,2,5,3,5,1,1,113,2136,40906,2012,1,1,2008,1,0,0,52,-0.324000000953674,0,1,3,1,0.0270000007003546,0,0,2704,54,10,8,3,1,2.50818991661072,0.197461158037186,0.0879999995231628,1,0,9,0.0515179000794888,2,1.21229958534241,3
"2115","Shelby","Richard","AL",0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,113,2137,94659,2012,0,0,1986,0,0,0,65,0.699999988079071,0,0,14,1,0.0850000008940697,0,0,4225,6,1,0,0,0,0.0688593089580536,0.0325894057750702,0.935999989509583,1,0,196,1.07551789283752,7,0.754505574703217,1
"2116","Stabenow","Debbie","MI",0,0,0,0,0,1,1,18,1,1,1,0,2,0,1,113,2138,29732,2012,1,1,2000,1,0,0,59,-0.374000012874603,1,0,7,1,0.515999972820282,0,0,3481,20,1,2,2,1,0.99835205078125,1.22925913333893,0.138000011444092,1,0,49,0.0015178871108219,14,1.49458563327789,2
"2117","Tester","Jon","MT",0,0,2,0,0,12,21,51,1,4,0,0,0,0,0,113,2139,40702,2012,1,1,2006,0,0,0,49,-0.259999990463257,0,1,4,1,0.0759999975562096,0,0,2401,53,21,12,4,1,2.40856313705444,2.10583066940308,0.0239999908953905,1,0,16,0.115517906844616,1,1.22822141647339,3
"2118","Thune","John","SD",0,0,0,0,0,2,2,29,1,1,0,0,0,0,0,113,2140,29754,2012,0,0,2004,0,0,0,100,0.595000028610229,0,0,5,0,0,0,1,10000,29,2,2,1,1,0.765319228172302,1.16043424606323,0.831000030040741,1,0,25,0.970517933368683,1,0.611209571361542,2
"2119","Toomey","Pat","PA",0,0,0,0,0,2,3,33,1,2,0,0,1,0,0,113,2141,29935,2012,0,0,2010,0,0,0,51,0.565999984741211,0,0,2,0,0,0,0,2601,34,3,2,2,1,0.974155068397522,0.183910772204399,0.801999986171722,1,0,4,0.941517889499664,18,0.563444256782532,3
"2120","Udall","Mark","CO",0,0,1,0,0,2,5,38,0,1,0,0,0,0,0,113,2142,29906,2012,1,1,2008,0,0,0,53,-0.27700001001358,0,1,3,1,0.202000007033348,0,0,2809,39,5,2,1,0,0.651815176010132,1.16074776649475,0.0410000085830688,1,0,9,0.0985178872942924,7,1.21229958534241,2
"2121","Udall","Tom","NM",0,0,0,0,0,14,16,47,2,5,1,1,1,0,0,113,2143,29924,2012,1,1,2008,0,0,0,61,-0.404000014066696,0,1,3,0,0,0,0,3721,48,17,15,5,2,2.88297653198242,0.403304725885391,0.168000012636185,1,0,9,0.0284821148961782,3,1.21229958534241,3
"2122","Vitter","David","LA",0,0,0,0,0,1,1,76,0,0,0,0,1,0,0,113,2144,29918,2012,0,0,2004,0,0,0,57,0.670000016689301,0,0,5,1,0.12899999320507,0,0,3249,77,1,1,0,0,0.608556151390076,1.50205671787262,0.906000018119812,1,0,25,1.04551792144775,6,0.611209571361542,2
"2123","Walsh","John","MT",0,0,0,0,0,2,2,24,0,0,0,0,0,0,0,113,2145,41309,2012,1,1,NA,0,0,0,NA,-0.316000014543533,0,0,1,0,0,0,0,NA,24,2,2,0,0,0.320209115743637,NA,0.0800000131130219,0,1,1,0.0595178864896297,1,0.547522485256195,2
"2124","Warner","Mark","VA",0,0,0,0,0,2,4,30,2,2,0,0,0,0,0,113,2146,40909,2012,1,1,2008,0,0,0,65,-0.25,0,1,3,0,0,0,0,4225,30,4,2,2,2,1.25030398368835,0.116397440433502,0.0140000004321337,1,0,9,0.125517904758453,11,1.21229958534241,2
"2125","Warren","Elizabeth","MA",0,0,0,0,0,3,5,11,0,1,0,0,0,0,0,113,2147,41301,2012,1,1,2012,1,0,0,54,-0.702000021934509,0,0,1,0,0,0,0,2916,11,5,3,1,0,0.51203989982605,NA,0.466000020503998,0,1,1,0.326482117176056,9,0.547522485256195,2
"2126","Whitehouse","Sheldon","RI",0,0,0,0,0,3,4,30,1,1,0,0,0,0,0,113,2148,40704,2012,1,1,2006,0,0,0,65,-0.507000029087067,0,1,4,0,0,0,0,4225,30,4,3,1,1,0.884208559989929,1.43295109272003,0.271000027656555,0,0,16,0.131482124328613,2,1.22822141647339,2
"2127","Wicker","Roger","MS",0,0,1,0,0,2,2,11,0,1,0,0,0,0,0,113,2149,29534,2012,0,0,2007,0,0,0,57,0.483000010251999,0,0,4,1,0.10700000077486,0,0,3249,12,2,2,1,0,0.367777436971664,0.638387322425842,0.718999981880188,1,0,16,0.85851788520813,4,0.595287799835205,2
"2128","Wyden","Ron","OR",0,0,1,0,0,17,23,54,1,6,1,0,6,0,0,113,2150,14871,2012,1,1,1996,0,0,0,57,-0.370000004768372,1,0,10,0,0,0,0,3249,61,23,18,6,1,3.16054797172546,2.67094922065735,0.13400000333786,1,0,100,0.00551789533346891,5,1.54235100746155,3
"2129","Alexander","Lamar","TN",0,0,1,0,0,12,15,30,2,4,1,0,1,1,1,114,2151,40304,2014,0,1,2002,0,0,0,62,0.323000013828278,1,1,7,0,0,0,0,3844,32,15,13,5,3,2.47542881965637,1.22105002403259,0.0430000126361847,1,0,49,0.123999983072281,9,1.6566469669342,2
"2130","Ayotte","Kelly","NH",0,0,0,0,0,4,4,39,1,1,0,0,0,0,0,114,2152,41106,2014,0,1,2010,1,0,0,60,0.351000010967255,0,1,3,0,0,0,0,3600,39,4,4,1,1,0.767818450927734,0.839030623435974,0.0710000097751617,1,0,9,0.0959999859333038,2,0.847216069698334,2
"2131","Baldwin","Tammy","WI",0,0,0,0,0,3,4,43,0,2,0,0,0,0,0,114,2153,29940,2014,1,0,2012,1,0,0,51,-0.546000003814697,0,0,2,1,0.439000010490417,0,0,2601,43,4,3,2,0,0.668189585208893,0.234399631619453,0.825999975204468,1,0,4,0.993000030517578,8,0.816234529018402,2
"2132","Barrasso","John","WY",0,0,0,0,0,14,26,35,0,3,0,0,0,0,0,114,2154,40707,2014,0,1,2007,0,0,0,76,0.527999997138977,1,1,5,1,0.0540000014007092,1,0,5776,35,26,14,3,0,1.69805371761322,1.31263673305511,0.247999995946884,0,0,25,0.0810000002384186,1,1.6529643535614,2
"2133","Bennet","Michael","CO",0,0,0,0,0,2,5,26,0,0,0,0,0,0,0,114,2155,40910,2014,1,0,2009,0,0,0,48,-0.208000004291534,0,0,4,0,0,0,0,2304,26,5,2,0,0,0.350013166666031,0.683536112308502,0.488000005483627,1,0,16,0.655000030994415,7,0.819917142391205,1
"2134","Blumenthal","Richard","CT",0,0,0,0,0,1,7,60,0,0,0,0,0,0,0,114,2156,41101,2014,1,0,2010,0,0,0,55,-0.418000012636185,0,0,3,1,0.189999997615814,0,0,3025,60,7,1,0,0,0.557165503501892,0.763710856437683,0.698000013828278,1,0,9,0.865000009536743,5,0.818075835704803,2
"2135","Blunt","Roy","MO",1,1,1,1,1,10,8,34,2,4,0,0,0,0,0,114,2157,29735,2014,0,1,2010,0,0,0,54,0.430999994277954,1,1,3,0,0,1,0,2916,35,9,11,5,3,1.64179515838623,0.612009346485138,0.150999993085861,1,0,9,0.0160000063478947,8,1.6492817401886,2
"2136","Booker","Cory","NJ",1,1,2,1,1,4,6,35,1,2,0,0,0,0,0,114,2158,41308,2014,1,0,2013,0,1,0,56,-0.587999999523163,0,0,2,0,0,0,0,3136,37,7,5,3,2,0.974359333515167,0.0883313715457916,0.867999970912933,0,0,4,1.0349999666214,12,0.816234529018402,2
"2137","Boozman","John","AR",1,1,2,1,1,4,6,15,0,0,0,0,0,0,0,114,2159,20101,2014,0,1,2010,0,0,0,58,0.40200001001358,0,1,3,0,0,0,0,3364,17,7,5,1,1,0.461273729801178,0.586335003376007,0.122000008821487,1,0,9,0.0449999906122684,4,0.847216069698334,2
"2138","Boxer","Barbara","CA",0,0,0,0,0,4,8,47,1,1,0,0,0,0,0,114,2160,15011,2014,1,0,1992,1,0,0,52,-0.449999988079071,0,0,12,0,0,0,1,2704,47,8,4,1,1,0.915136992931366,3.12592267990112,0.729999959468842,0,0,144,0.897000014781952,53,0.834647655487061,2
"2139","Brown","Sherrod","OH",0,0,2,0,0,2,6,55,0,0,0,0,1,0,0,114,2161,29389,2014,1,0,2006,0,0,0,51,-0.439999997615814,0,0,5,1,0.303999990224838,0,0,2601,58,6,2,0,0,0.554287850856781,1.72941923141479,0.719999969005585,1,0,25,0.887000024318695,16,0.821758449077606,2
"2140","Burr","Richard","NC",0,0,0,0,0,10,12,32,2,3,1,0,1,0,1,114,2162,29548,2014,0,1,2004,0,0,0,55,0.453999996185303,1,0,6,0,0,0,0,3025,33,12,11,4,2,1.85040712356567,0.648681938648224,0.17399999499321,1,0,36,0.00699999602511525,13,1.6548056602478,2
"2141","Cantwell","Maria","WA",0,0,0,0,0,9,16,39,1,1,0,0,0,0,0,114,2163,39310,2014,1,0,2000,1,0,0,60,-0.287000000476837,0,0,8,1,0.197999998927116,0,0,3600,39,16,9,1,1,1.25993037223816,0.640828549861908,0.566999971866608,1,0,64,0.734000027179718,10,0.827282428741455,3
"2142","Capito","Shelley Moore","WV",0,0,0,0,0,2,4,15,0,0,0,0,0,0,0,114,2164,20146,2014,0,1,2014,1,0,0,62,0.257999986410141,0,1,1,1,0.157000005245209,0,0,3844,15,4,2,0,0,0.261924833059311,NA,0.0220000129193068,1,1,1,0.189000010490417,3,0.843533396720886,1
"2143","Cardin","Benjamin","MD",0,0,1,0,0,11,12,54,2,6,0,0,0,0,0,114,2165,15408,2014,1,0,2006,0,0,0,56,-0.328999996185303,0,0,5,1,0.194000005722046,0,0,3136,55,12,11,6,2,2.03279709815979,1.57332158088684,0.608999967575073,1,0,25,0.776000022888184,8,0.821758449077606,3
"2144","Carper","Thomas","DE",0,0,0,0,0,15,16,29,4,5,0,0,0,0,0,114,2166,15015,2014,1,0,2000,0,0,0,66,-0.17399999499321,0,0,8,0,0,0,0,4356,29,16,15,5,4,2.41529965400696,2.36337184906006,0.453999996185303,1,0,64,0.620999991893768,1,0.827282428741455,3
"2145","Casey","Robert","PA",0,0,0,0,0,5,6,59,2,4,0,0,0,0,0,114,2167,40703,2014,1,0,2006,0,0,0,54,-0.298000007867813,0,0,5,0,0,0,0,2916,59,6,5,4,2,1.47386288642883,1.4928572177887,0.578000009059906,1,0,25,0.745000004768372,18,0.821758449077606,3
"2146","Cassidy","Bill","LA",1,1,1,1,1,3,7,37,0,1,0,0,1,0,0,114,2168,20919,2014,0,1,2014,0,0,0,56,0.453000009059906,0,1,1,1,0.187000006437302,0,0,3136,39,8,4,2,1,0.689606130123138,NA,0.173000007867813,1,0,1,0.00600000889971852,6,0.843533396720886,2
"2147","Coats","Daniel","IN",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,114,2169,14806,2014,0,1,2010,0,0,0,55,0.375,1,1,3,0,0,0,0,3025,13,0,0,0,0,0.0740403234958649,0.656603693962097,0.0949999988079071,1,0,9,0.0719999969005585,9,1.6492817401886,1
"2148","Cochran","Thad","MS",0,0,0,0,0,3,2,12,0,0,0,0,0,0,0,114,2170,14009,2014,0,1,1978,0,0,0,60,0.28600001335144,1,1,19,0,0,0,0,3600,12,2,3,0,0,0.231330171227455,0.814087212085724,0.0060000135563314,1,0,361,0.160999983549118,4,1.67874276638031,1
"2149","Collins","Susan","ME",0,0,0,0,0,5,4,33,1,2,0,0,0,0,0,114,2171,49703,2014,0,1,1996,1,0,0,68,0.10700000077486,1,1,10,0,0,0,0,4624,33,4,5,2,1,0.875727236270905,1.58067381381989,0.172999992966652,1,0,100,0.340000003576279,2,1.6621710062027,2
"2150","Coons","Christopher","DE",0,0,0,0,0,0,5,27,0,0,0,1,1,0,0,114,2172,40916,2014,1,0,2010,0,0,0,56,-0.282999992370605,0,0,3,0,0,0,0,3249,28,6,0,0,0,0.34323862195015,0.979609191417694,0.562999963760376,1,0,9,0.730000019073486,1,0.818075835704803,1
"2151","Corker","Bob","TN",0,0,0,0,0,9,6,14,4,4,0,0,0,0,0,114,2173,40705,2014,0,1,2006,0,0,0,65,0.391000002622604,1,0,5,0,0,0,0,4225,14,6,9,4,4,1.74655294418335,0.231877729296684,0.111000001430511,0,0,25,0.0559999980032444,9,1.6529643535614,2
"2152","Cornyn","John","TX",0,0,1,0,0,10,14,43,7,8,0,0,0,0,0,114,2174,40305,2014,0,1,2002,0,0,0,62,0.497000008821487,0,1,7,0,0,0,0,3844,44,14,10,8,7,3.1418468952179,0.558042764663696,0.217000007629395,1,0,49,0.0500000081956387,36,0.854581296443939,3
"2153","Cotton","Tom","AR",0,0,0,0,0,1,1,19,1,1,0,0,0,0,0,114,2175,21301,2014,0,1,2014,0,0,0,57,0.619000017642975,0,1,1,0,0,0,0,3249,19,1,1,1,1,0.465486168861389,NA,0.339000016450882,1,1,1,0.172000020742416,4,0.843533396720886,2
"2154","Crapo","Mike","ID",0,0,1,0,0,3,5,26,0,0,0,0,0,0,0,114,2176,29345,2014,0,1,1998,0,0,0,71,0.507000029087067,0,1,9,1,0.109999999403954,1,0,5041,27,5,3,0,0,0.388521462678909,0.61583536863327,0.227000027894974,1,0,81,0.0600000284612179,2,0.858263969421387,1
"2155","Cruz","Ted","TX",0,0,0,0,0,3,4,32,0,3,1,0,1,0,0,114,2177,41304,2014,0,1,2012,0,0,0,56,0.88400000333786,0,1,2,0,0,0,0,3136,33,4,4,3,0,0.79638135433197,0.867245316505432,0.60400003194809,1,0,4,0.437000006437302,36,0.845374703407288,2
"2156","Daines","Steve","MT",0,0,0,0,0,3,6,33,0,0,0,0,0,0,0,114,2178,21338,2014,0,1,2014,0,0,0,58,0.529999971389771,0,0,1,0,0,0,0,3364,33,6,3,0,0,0.452689051628113,NA,0.249999970197678,1,1,1,0.082999974489212,1,0.843533396720886,2
"2157","Donnelly","Joe","IN",0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,114,2179,20717,2014,1,0,2012,0,0,0,50,-0.119999997317791,0,0,2,0,0,0,0,2500,15,2,0,0,0,0.136308774352074,0.0810898020863533,0.400000005960464,1,0,4,0.566999971866608,9,0.816234529018402,1
"2158","Durbin","Richard","IL",1,1,2,0,1,1,1,47,0,0,0,0,0,0,0,114,2180,15021,2014,1,0,1996,0,0,0,54,-0.365000009536743,0,0,10,0,0,0,1,2916,49,2,2,1,0,0.366274446249008,1.12205767631531,0.644999980926514,1,0,100,0.812000036239624,18,0.830965042114258,1
"2159","Enzi","Michael","WY",0,0,0,0,0,2,5,22,0,0,0,0,0,0,0,114,2181,49706,2014,0,1,1996,0,0,0,72,0.537000000476837,1,1,10,1,0.0560000017285347,0,0,5184,22,5,2,0,0,0.327231526374817,1.10202372074127,0.256999999284744,1,0,100,0.0900000035762787,1,1.6621710062027,1
"2160","Ernst","Joni","IA",0,0,1,0,0,6,6,13,1,2,0,0,0,0,0,114,2182,41502,2014,0,1,2014,1,0,0,52,0.509999990463257,0,1,1,1,0.24099999666214,0,0,2704,14,6,6,2,1,0.851204991340637,NA,0.229999989271164,1,1,1,0.0629999935626984,4,0.843533396720886,2
"2161","Feinstein","Dianne","CA",0,0,9,0,0,5,12,42,3,4,0,0,0,0,0,114,2183,49300,2014,1,0,1992,1,0,0,63,-0.263000011444092,0,0,12,0,0,0,0,3969,51,12,5,4,3,1.72967898845673,2.63407015800476,0.542999982833862,1,0,144,0.710000038146973,53,0.834647655487061,3
"2162","Fischer","Deb","NE",0,0,0,0,0,9,11,33,3,5,0,0,0,0,0,114,2184,41302,2014,0,1,2012,1,0,0,58,0.474000006914139,0,1,2,1,0.162000000476837,0,0,3364,33,11,9,5,3,1.89691853523254,0.625598788261414,0.194000005722046,1,0,4,0.02700000628829,3,0.845374703407288,3
"2163","Flake","Jeff","AZ",0,0,0,0,0,5,16,50,0,1,0,0,0,0,0,114,2185,20100,2014,0,1,2012,0,0,0,49,0.855000019073486,0,1,2,0,0,0,0,2401,50,16,5,1,0,0.983349680900574,0.39833015203476,0.575000047683716,0,0,4,0.408000022172928,9,0.845374703407288,2
"2164","Franken","Al","MN",0,0,0,0,0,3,10,40,1,2,0,0,0,0,0,114,2186,40904,2014,1,0,2008,0,0,0,53,-0.416000008583069,0,0,4,0,0,0,0,2809,40,10,3,2,1,0.993489623069763,0.757397472858429,0.695999979972839,0,0,16,0.86300003528595,8,0.819917142391205,2
"2165","Gardner","Cory","CO",1,0,2,1,1,9,12,31,3,3,0,0,0,0,0,114,2187,21112,2014,0,1,2014,0,0,0,48,0.456000000238419,0,1,1,1,0.26800000667572,0,0,2304,33,12,10,4,4,1.77018761634827,NA,0.175999999046326,0,1,1,0.00900000054389238,7,0.843533396720886,3
"2166","Gillibrand","Kirsten","NY",1,1,3,0,1,1,3,34,0,0,0,0,0,0,0,114,2188,20735,2014,1,0,2009,1,0,0,72,-0.333999991416931,0,0,4,0,0,0,0,5184,37,4,2,1,0,0.344250857830048,0.928312838077545,0.613999962806702,1,0,16,0.781000018119812,27,0.819917142391205,1
"2167","Graham","Lindsey","SC",0,0,1,0,0,2,5,14,0,0,1,1,1,0,0,114,2189,29566,2014,0,1,2002,0,0,0,55,0.409000009298325,0,1,7,1,0.135000005364418,0,0,3025,16,6,3,0,0,0.419814199209213,0.0543577671051025,0.129000008106232,1,0,49,0.0379999913275242,7,0.854581296443939,1
"2168","Grassley","Chuck","IA",0,0,0,0,0,15,17,70,2,7,2,2,2,0,0,114,2190,14226,2014,0,1,1980,0,0,0,64,0.340999990701675,1,0,18,1,0.266000002622604,0,0,4096,72,19,17,7,2,2.77818131446838,0.207667604088783,0.0609999895095825,1,0,324,0.106000006198883,4,1.67690145969391,3
"2169","Hatch","Orrin","UT",0,0,0,0,0,36,15,100,3,5,0,0,0,0,0,114,2191,14503,2014,0,1,1976,0,0,0,65,0.381999999284744,1,0,20,0,0,0,0,4225,100,15,36,5,3,3.38923478126526,1.77296447753906,0.101999998092651,1,0,400,0.0649999976158142,4,1.68058407306671,3
"2170","Heinrich","Martin","NM",0,0,0,0,0,1,8,26,0,0,0,0,0,0,0,114,2192,20930,2014,1,0,2012,0,0,0,51,-0.282999992370605,0,0,2,0,0,0,0,2601,26,8,1,0,0,0.388960421085358,0.404678016901016,0.562999963760376,1,0,4,0.730000019073486,3,0.816234529018402,1
"2171","Heitkamp","Heidi","ND",0,0,0,0,0,4,8,29,3,3,0,0,0,0,0,114,2193,41303,2014,1,0,2012,1,0,0,50,-0.12899999320507,0,0,2,0,0,0,0,2500,29,8,4,3,3,1.40155029296875,0.119336225092411,0.408999979496002,0,0,4,0.575999975204468,1,0.816234529018402,3
